gene_name,Class,Phenotype 1,Phenotype 2,Phenotype 3,Phenotype 4,Phenotype 5,Phenotype 6,Phenotype 7,Phenotype 8,Phenotype 9,Phenotype 10,Phenotype 11,Phenotype 12,Phenotype 13,Phenotype 14,Phenotype 15,Phenotype 16
aadA8_1_AF326210,Aminoglycoside,Spectinomycin,,,,,,,,,,,,,,,
aadA8b_1_AY139603,Aminoglycoside,Spectinomycin,,,,,,,,,,,,,,,
aadA8b_2_AM040708,Aminoglycoside,Spectinomycin,,,,,,,,,,,,,,,
aadA9_1_AJ420072,Aminoglycoside,Spectinomycin,,,,,,,,,,,,,,,
aadD_1_AF181950,Aminoglycoside,Amikacin,,,,,,,,,,,,,,,
aadD_2_M19465,Aminoglycoside,Amikacin,,,,,,,,,,,,,,,
aadE-Cc_1_CP013733,Aminoglycoside,Streptomycin,,,,,,,,,,,,,,,
aadK_1_M26879,Aminoglycoside,Streptomycin,,,,,,,,,,,,,,,
mecA_1_NC_002745,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_2_NC_002951,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_3_Y13095,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_4_AB546266,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_5_AB546267,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_6_BX571856,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_7_HE861945,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_8_NC_007168,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA_9_AB505630,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA1_1_AB547235,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA1_2_AY820253,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA1_3_Y13094,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA1_4_AB547236,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA1_5_AB547234,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA2_1_AM048811,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecA2_2_AB546780,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecB_1_NC_011996,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecC_1_FR821779,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecC_2_FR823292,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecC_3_KR732654,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecC_4_HG515014,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecC2_1_KF955540,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
mecD_1_KY013611,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaOXA-1_1_HQ170510,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Piperacillin,,,,,,,,,,
blaOXA-2_1_DQ112222,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Ceftazidime,,,,,,,,,,,
blaOXA-2_2_GQ466184,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Ceftazidime,,,,,,,,,,,
blaOXA-3_1_L07945,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-4_1_AY162283,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-5_1_AF347074,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-7_1_X75562,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-9_1_KQ089875,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-10_1_J03427,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Piperacillin,,,,,,,,,,,,
blaOXA-11_1_Z22590,Beta-lactam,Cefepime,Ceftazidime,,,,,,,,,,,,,,
blaOXA-13_1_U59183,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Aztreonam,Cefotaxime,Ceftazidime,Piperacillin,,,,,,,,
blaOXA-14_1_KJ420612,Beta-lactam,Cefepime,Ceftazidime,Piperacillin,,,,,,,,,,,,,
blaOXA-15_1_U63835,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Ceftazidime,,,,,,,,,,,,
blaOXA-16_1_AF043100,Beta-lactam,Cefepime,Cefixime,Cefotaxime,Ceftazidime,,,,,,,,,,,,
blaOXA-17_1_DQ902344,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefixime,Cefotaxime,,,,,,,,,,
blaOXA-18_1_U85514,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefixime,Cefotaxime,Ceftazidime,,,,,,,,,
blaOXA-19_1_AF043381,Beta-lactam,Amoxicillin,Ampicillin,,,,,,,,,,,,,,
blaOXA-20_1_AY307114,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,,,,,,,,,,,,,
blaOXA-20_2_AF024602,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,,,,,,,,,,,,,
blaOXA-21_1_AB626885,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-22_1_AF064820,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Piperacillin,,,,,,,,,,,
blaOXA-23_1_AY795964,Beta-lactam,Imipenem,,,,,,,,,,,,,,,
blaOXA-24_1_AJ239129,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Ceftazidime,Imipenem,Meropenem,Piperacillin,,,,,,,
blaOXA-25_1_AF201826,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-26_1_AF201827,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-27_1_AF201828,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-28_1_AF231133,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefixime,Cefotaxime,Ceftazidime,Piperacillin,,,,,,,,
blaOXA-29_1_AJ400619,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-31_1_AF294653,Beta-lactam,Amoxicillin,Ampicillin,Cefepime,Piperacillin,,,,,,,,,,,,
blaOXA-32_1_AF315351,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Aztreonam,Cefepime,Cefixime,Cefotaxime,Ceftazidime,,,,,,,
blaOXA-34_1_AF350424,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-35_1_AF315786,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,,,,,,,,,,,,,
blaOXA-36_1_AF300985,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-37_1_AY007784,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-42_1_AJ488302,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-43_1_AJ488303,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-45_1_AJ519683,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefixime,Cefotaxime,Ceftazidime,,,,,,,,,
blaOXA-46_1_AF317511,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-47_1_AY237830,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Piperacillin,,,,,,,,,,,
blaOXA-48_1_AY236073,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,Meropenem,Piperacillin,,,,,,,,,
blaOXA-49_1_AY288523,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-50_1_AY306130,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-51_1_DQ385606,Beta-lactam,Amoxicillin,Ampicillin,,,,,,,,,,,,,,
blaOXA-53_1_AY289608,Beta-lactam,Ceftazidime,,,,,,,,,,,,,,,
blaOXA-54_1_AY500137,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,Piperacillin,,,,,,,,,,
blaOXA-55_1_AY343493,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,,,,,,,,,,,,
blaOXA-56_1_AY445080,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-57_1_AJ631966,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-58_1_AY665723,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,,,,,,,,,,,
blaOXA-59_1_AJ632249,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-60_1_AF525303,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,,,,,,,,,,,
blaOXA-60d_1_AY664506,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-60c_1_AY664505,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-60b_1_AY664504,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-61_1_AY587956,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,,,,,,,,,,,,,
blaOXA-62_1_AY423074,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Meropenem,Piperacillin,,,,,,,,,,
blaOXA-63_1_AY619003,Beta-lactam,Amoxicillin,Ampicillin,,,,,,,,,,,,,,
blaOXA-64_1_AY750907,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-65_1_AY750908,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-66_1_AY750909,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-67_1_DQ491200,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-68_1_AY750910,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-69_1_AY859527,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-70_1_AY750912,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-71_1_AY750913,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-72_1_AY739646,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-73_1_AY762325,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-74_1_EU161636,Beta-lactam,Cefepime,,,,,,,,,,,,,,,
blaOXA-75_1_AY859529,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-76_1_AY949203,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-77_1_AY949202,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-78_1_AY862132,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-79_1_EU019534,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-80_1_EU019535,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-82_1_DQ987479,Beta-lactam,Imipenem,,,,,,,,,,,,,,,
blaOXA-83_1_DQ309277,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-84_1_DQ309276,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-85_1_JANA01000064,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,,,,,,,,,,,,,
blaOXA-86_1_DQ149247,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-87_1_DQ348075,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-88_1_DQ392963,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-89_1_DQ445683,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-90_1_EU547443,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-91_1_DQ519086,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-92_1_DQ335566,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-93_1_DQ519087,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-94_1_DQ519088,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-95_1_DQ519089,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-96_1_DQ519090,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-97_1_EF102240,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,,,,,,,,,,,
blaOXA-98_1_EU255288,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-99_1_DQ888718,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-100_1_AM231720,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-101_1_AM412777,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-102_1_NZ_LWGP01000001,Beta-lactam,Ertapenem,,,,,,,,,,,,,,,
blaOXA-103_1_APQF01000011,Beta-lactam,Ertapenem,,,,,,,,,,,,,,,
blaOXA-104_1_EF581285,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-106_1_EF650032,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-107_1_LAVJ01000082,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-108_1_EF650034,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-109_1_EF650035,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-110_1_EF650036,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-111_1_EF650037,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-112_1_EF650038,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-113_1_EF653400,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114a_1_EU188842,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,,,,,,,,,,,,,
blaOXA-114b_1_HM056040,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114c_1_HM056041,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114d_1_HM104633,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114e_1_HM104634,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114f_1_HM368375,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-114g_1_HM368376,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-115_1_EU029998,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-116_1_EU220744,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-117_1_GQ423625,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-118_1_AF371964,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-119_1_DQ767903,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-120_1_EU255289,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-121_1_EU255290,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-122_1_EU255291,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-123_1_EU255292,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-124_1_EU255293,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-125_1_EU255294,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-126_1_EU255295,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-127_1_EU255296,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-128_1_EU375515,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-129_1_FJWZ01000025,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-130_1_EU547445,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-131_1_EU547446,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-132_1_EU547447,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-133_1_EU571228,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-134_1_HQ122933,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,,,,,,,,,,,,
blaOXA-136_1_EU086831,Beta-lactam,Amoxicillin,,,,,,,,,,,,,,,
blaOXA-137_1_EU086834,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-138_1_EU670845,Beta-lactam,Imipenem,,,,,,,,,,,,,,,
blaOXA-139_1_AM991978,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-141_1_EF552405,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-142_1_LC169567,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-143_1_GQ861437,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Imipenem,,,,,,,,,,,
blaOXA-144_1_FJ872530,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-145_1_FJ790516,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,,,,,,,,,,,,,
blaOXA-146_1_FJ194494,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-147_1_FJ848783,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefixime,Cefotaxime,Cefoxitin,,,,,,,,,
blaOXA-148_1_GQ853679,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-149_1_GQ853680,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-150_1_GQ853681,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-151_1_CP009553,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-152_1_KP771980,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-153_1_KP771981,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-154_1_KP771982,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-155_1_KP771983,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-156_1_KP771984,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-157_1_KP771985,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-158_1_KP771986,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-159_1_KP771987,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,Meropenem,,,,,,,,,,,,
blaOXA-160_1_GU199038,Beta-lactam,Amoxicillin,Ampicillin,Imipenem,,,,,,,,,,,,,
blaOXA-161_1_GQ202693,Beta-lactam,Ceftazidime,,,,,,,,,,,,,,,
blaOXA-162_1_GU197550,Beta-lactam,Amoxicillin,Ampicillin,Cefepime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,,,,,,,
blaOXA-163_1_HQ700343,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Piperacillin,,,,,,,
blaOXA-164_1_GU831575,Beta-lactam,Imipenem,,,,,,,,,,,,,,,
blaOXA-165_1_HM488986,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-166_1_HM488987,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-167_1_HM488988,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-168_1_HM488989,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-169_1_HM488990,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-170_1_HM488991,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-171_1_HM488992,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-172_1_HM113558,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-173_1_HM113559,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-174_1_HM113560,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-175_1_HM113561,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-176_1_HM113562,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-177_1_HM113563,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-178_1_HM113564,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-179_1_HM570035,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-180_1_HM570036,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-181_1_CM004561,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,,,,,
blaOXA-182_1_HM640278,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-183_1_HQ111474,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-184_1_JQ396378,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-185_1_JQ396379,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-192_1_JF273470,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
blaOXA-193_1_CP013032,Beta-lactam,UnknownBeta-lactam,,,,,,,,,,,,,,,
